"hotel_id","name","description","brand","address.addr1","address.city","address.city_id","address.region","address.country","address.postal_code","street_address","latitude","longitude","neighborhood[0]","neighborhood[1]","margin_level","base_price","sale_price","phone","star_rating","email","guest_rating[0].rating_system","guest_rating[0].score","guest_rating[0].number_of_reviewers","image[0].url","image[0].tag","image[1].url","image[1].tag","loyalty_program","url"
"HT0012_6N","MARMARA PALACE OLD CITY - 6 Nuits","6 nuits au Marmara Palace 3 etoiles avec acces spa gratuit. Restaurant panoramique avec vue sur la Corne d'Or, service 24h/24. Proche Grand Bazar et arrêts de transport public.","Honey Travel Cheraga","Istanbul Cd. No:1, Istanbul Center","Istanbul","","Istanbul","TR","34000","Istanbul Cd. No:1, Istanbul Center","41.0082","28.9784","Default","Istanbul","","50000.00","47500.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0012_6N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0012_6N"
"HT0012_7N","MARMARA PALACE OLD CITY - 7 Nuits","Semaine bien-être au Marmara Palace Old City 3 etoiles. Installations spa (sauna, hammam, piscine) disponibles pour clients. Chambres confortables, petit-dejeuner buffet varie.","Honey Travel Cheraga","Istanbul Cd. No:1, Istanbul Center","Istanbul","","Istanbul","TR","34000","Istanbul Cd. No:1, Istanbul Center","41.0082","28.9784","Default","Istanbul","","55000.00","52250.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0012_7N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0012_7N"
"HT0013_4N","MONACO HOTEL - 4 Nuits","Monaco Hotel 3 etoiles a Laleli, a 300m de la station metro Vezneciler. 90 chambres avec mobilier moderne, douche a l'italienne, bidet. Petit-dejeuner buffet ouvert avec vue ville.","Honey Travel Cheraga","Ordu Cd. No:1, Laleli","Istanbul","","Istanbul","TR","34000","Ordu Cd. No:1, Laleli","41.0086","28.9519","Laleli","Istanbul","","38750.00","36812.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0013_4N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0013_4N"
"HT0013_6N","MONACO HOTEL - 6 Nuits","6 nuits au Monaco Hotel Laleli 3 etoiles. Salle de reunion et centre d'affaires disponibles. À 5 min a pied de l'Universite d'Istanbul et de la Tour Beyazit. Service change de devises.","Honey Travel Cheraga","Ordu Cd. No:1, Laleli","Istanbul","","Istanbul","TR","34000","Ordu Cd. No:1, Laleli","41.0086","28.9519","Laleli","Istanbul","","51250.00","48687.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0013_6N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0013_6N"
"HT0013_7N","MONACO HOTEL - 7 Nuits","Semaine au Monaco Hotel 3 etoiles Istanbul. Acces facile a Sainte-Sophie et Mosquee Bleue via tramway. Chambres familiales disponibles, reception 24h/24 avec personnel multilingue.","Honey Travel Cheraga","Istanbul Cd. No:1, Istanbul Center","Istanbul","","Istanbul","TR","34000","Istanbul Cd. No:1, Istanbul Center","41.0082","28.9784","Default","Istanbul","","58750.00","55812.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0013_7N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0013_7N"
"HT0014_4N","MARTINEZ HOTEL - 4 Nuits","Martinenz Hotel 3 etoiles dans la vieille ville de Laleli, a quelques minutes des musees archeologiques. Chambres avec fenêtres insonorisees, WiFi gratuit. Petit-dejeuner buffet inclus.","Honey Travel Cheraga","Ordu Cd. No:1, Laleli","Istanbul","","Istanbul","TR","34000","Ordu Cd. No:1, Laleli","41.0086","28.9519","Laleli","Istanbul","","42500.00","40375.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0014_4N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0014_4N"
"HT0014_6N","MARTINEZ HOTEL - 6 Nuits","6 nuits au Martinenz Hotel 3 etoiles, proche station tramway Laleli. Établissement historique avec service traditionnel turc. Chambres avec climatisation, telephone, coffre-fort.","Honey Travel Cheraga","Ordu Cd. No:1, Laleli","Istanbul","","Istanbul","TR","34000","Ordu Cd. No:1, Laleli","41.0086","28.9519","Laleli","Istanbul","","58750.00","55812.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0014_6N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0014_6N"
"HT0014_7N","MARTINEZ HOTEL - 7 Nuits","Semaine au Martinenz Hotel Laleli 3 etoiles. Ideal pour groupes et familles nombreuses. À proximite du Grand Bazar et de la mosquee Suleymaniye. Service bagagerie et tour operator.","Honey Travel Cheraga","Ordu Cd. No:1, Laleli","Istanbul","","Istanbul","TR","34000","Ordu Cd. No:1, Laleli","41.0086","28.9519","Laleli","Istanbul","","67500.00","64125.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0014_7N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0014_7N"
"HT0015_4N","MIRILAYON HOTEL - 4 Nuits","Mirilayon Hotel 3 etoiles a 500m de la mosquee Sehzade. Design contemporain avec distributeur automatique et bureau de tournee. 66 chambres pres station metro pour acces facile aux sites.","Honey Travel Cheraga","Istanbul Cd. No:1, Istanbul Center","Istanbul","","Istanbul","TR","34000","Istanbul Cd. No:1, Istanbul Center","41.0082","28.9784","Default","Istanbul","","32500.00","30875.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0015_4N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0015_4N"
"HT0015_6N","MIRILAYON HOTEL - 6 Nuits","6 nuits au Mirilayon Hotel 3 etoiles, etablissement design dans vieux quartier. À 1,3 km de l'eglise du monastere du Christ. Chambres avec climatisation, photocopieuse disponible.","Honey Travel Cheraga","Istanbul Cd. No:1, Istanbul Center","Istanbul","","Istanbul","TR","34000","Istanbul Cd. No:1, Istanbul Center","41.0082","28.9784","Default","Istanbul","","43750.00","41562.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0015_6N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0015_6N"
"HT0015_7N","MIRILAYON HOTEL - 7 Nuits","Semaine au Mirilayon Hotel Laleli 3 etoiles. Emplacement pratique pour visiter Sultanahmet a 2 km. Chambres fonctionnelles, service 24h/24, petit-dejeuner continental.","Honey Travel Cheraga","Ordu Cd. No:1, Laleli","Istanbul","","Istanbul","TR","34000","Ordu Cd. No:1, Laleli","41.0086","28.9519","Laleli","Istanbul","","50000.00","47500.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0015_7N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0015_7N"
"HT0016_4N","MY ASOSS HOTEL - 4 Nuits","My Assos Hotel 2 etoiles a Beyazit, a 5 min a pied du Grand Bazar. Établissement economique bien situe pour shopping et sites historiques. Chambres basiques avec WiFi, petit-dejeuner simple.","Honey Travel Cheraga","Yeniçeriler Cd. No:5, Beyazit","Istanbul","","Istanbul","TR","34000","Yeniçeriler Cd. No:5, Beyazit","41.0103","28.9639","Beyazit","Istanbul","","31250.00","29687.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0016_4N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0016_4N"
"HT0016_6N","MY ASOSS HOTEL - 6 Nuits","6 nuits au My Assos Hotel 2 etoiles Beyazit. Proche station tramway pour acces facile a Taksim et aeroport. Chambres avec salle de bain privee, TV satellite. Ideal pour budgets limites.","Honey Travel Cheraga","Yeniçeriler Cd. No:5, Beyazit","Istanbul","","Istanbul","TR","34000","Yeniçeriler Cd. No:5, Beyazit","41.0103","28.9639","Beyazit","Istanbul","","40000.00","38000.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0016_6N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0016_6N"
"HT0016_7N","MY ASOSS HOTEL - 7 Nuits","Semaine economique au My Assos Hotel 2 etoiles. À 10 min de la mosquee Bleue et Sainte-Sophie. Quartier authentique de Beyazit avec restaurants locaux et commerces traditionnels.","Honey Travel Cheraga","Yeniçeriler Cd. No:5, Beyazit","Istanbul","","Istanbul","TR","34000","Yeniçeriler Cd. No:5, Beyazit","41.0103","28.9639","Beyazit","Istanbul","","45000.00","42750.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0016_7N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0016_7N"
"HT0017_4N","AL-BATROS PREMIER HOTEL - 4 Nuits","Albatros Premier Hotel 5 etoiles superieur au cœur de Sultanahmet. À 10 min a pied de la Citerne Basilique et de l'Hippodrome. 24 chambres avec terrasse sur toit offrant vue panoramique.","Honey Travel Cheraga","Divan Yolu Cd. No:20, Sultanahmet","Istanbul","","Istanbul","TR","34000","Divan Yolu Cd. No:20, Sultanahmet","41.0054","28.9768","Sultanahmet","Istanbul","","41250.00","39187.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0017_4N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0017_4N"
"HT0017_6N","AL-BATROS PREMIER HOTEL - 6 Nuits","6 nuits de luxe a l'Albatros Premier 5 etoiles, situe a 2 min a pied de Sainte-Sophie. Service en continu, parking avec voiturier, salon executif. Restaurant sur place avec cuisine raffinee.","Honey Travel Cheraga","Istanbul Cd. No:1, Istanbul Center","Istanbul","","Istanbul","TR","34000","Istanbul Cd. No:1, Istanbul Center","41.0082","28.9784","Default","Istanbul","","55000.00","52250.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0017_6N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0017_6N"
"HT0017_7N","AL-BATROS PREMIER HOTEL - 7 Nuits","Semaine prestigieuse a l'Albatros Premier Hotel 5 etoiles Sultanahmet. Emplacement privilegie entre Mosquee Bleue, Sainte-Sophie et Grand Bazar. Service baby-sitting, blanchisserie, change.","Honey Travel Cheraga","Divan Yolu Cd. No:20, Sultanahmet","Istanbul","","Istanbul","TR","34000","Divan Yolu Cd. No:20, Sultanahmet","41.0054","28.9768","Sultanahmet","Istanbul","","62500.00","59375.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0017_7N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0017_7N"
"HT0018_4N","GREEN ANKA HOTEL - 4 Nuits","Green Anka Hotel 3 etoiles a Findikzade, a 1-2 min a pied du tramway. Batiment colore avec facade vitree dans quartier commercant anime. Chambres avec WiFi gratuit, climatisation.","Honey Travel Cheraga","Adnan Menderes Blv. No:8, Findikzade","Istanbul","","Istanbul","TR","34000","Adnan Menderes Blv. No:8, Findikzade","41.0156","28.9389","Findikzade","Istanbul","","32500.00","30875.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0018_4N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0018_4N"
"HT0018_6N","GREEN ANKA HOTEL - 6 Nuits","6 nuits au Green Anka Hotel 3 etoiles Findikzade. Proche centre commercial Historia et mosquee Fatih. Petit-dejeuner continental, service 24h/24. Acces facile au centre-vie via metro.","Honey Travel Cheraga","Fevzi Pasa Cd. No:15, Fatih","Istanbul","","Istanbul","TR","34000","Fevzi Pasa Cd. No:15, Fatih","41.0084","28.9784","Fatih","Istanbul","","43750.00","41562.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0018_6N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0018_6N"
"HT0018_7N","GREEN ANKA HOTEL - 7 Nuits","Semaine au Green Anka Hotel 3 etoiles, situe a 2 km du centre historique. Quartier local authentique de Findikzade loin des touristes. Chambres propres avec TV ecran plat, minibar.","Honey Travel Cheraga","Adnan Menderes Blv. No:8, Findikzade","Istanbul","","Istanbul","TR","34000","Adnan Menderes Blv. No:8, Findikzade","41.0156","28.9389","Findikzade","Istanbul","","50000.00","47500.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0018_7N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0018_7N"
"HT0019_4N","THE PARMA DOWNTOWN - 4 Nuits","The Parma Downtown 4 etoiles (anciennement Black Bird) a Laleli. 89 chambres modernes avec fenêtres du sol au plafond et vue ville. Hammam turc, sauna et nightclub sur place.","Honey Travel Cheraga","Ordu Cd. No:1, Laleli","Istanbul","","Istanbul","TR","34000","Ordu Cd. No:1, Laleli","41.0086","28.9519","Laleli","Istanbul","","38750.00","36812.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0019_4N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0019_4N"
"HT0019_6N","THE PARMA DOWNTOWN - 6 Nuits","6 nuits au Parma Downtown 4 etoiles Laleli. À 5 min a pied de la mosquee Pertevniyal Valide Sultan. Spa complet avec massages, restaurant panoramique. Service express check-in/out.","Honey Travel Cheraga","Ordu Cd. No:1, Laleli","Istanbul","","Istanbul","TR","34000","Ordu Cd. No:1, Laleli","41.0086","28.9519","Laleli","Istanbul","","51250.00","48687.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0019_6N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0019_6N"
"HT0019_7N","THE PARMA DOWNTOWN - 7 Nuits","Semaine luxueuse au Parma Hotel Downtown 4 etoiles. Quartier chic de Laleli avec boutiques textiles haut de gamme. Chambres spacieuses avec vue ville, service chambre 24h/24.","Honey Travel Cheraga","Ordu Cd. No:1, Laleli","Istanbul","","Istanbul","TR","34000","Ordu Cd. No:1, Laleli","41.0086","28.9519","Laleli","Istanbul","","58750.00","55812.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0019_7N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0019_7N"
"HT0020_4N","BUYUK HAMIT HOTEL - 4 Nuits","Buyuk Hamit Hotel 3 etoiles a Laleli. Établissement avec piscine interieure et spa complet. Situe pres de la mosquee Laleli, service 24h/24. Chambres avec climatisation et minibar.","Honey Travel Cheraga","Ordu Cd. No:1, Laleli","Istanbul","","Istanbul","TR","34000","Ordu Cd. No:1, Laleli","41.0086","28.9519","Laleli","Istanbul","","38750.00","36812.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0020_4N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0020_4N"
"HT0020_6N","BUYUK HAMIT HOTEL - 6 Nuits","6 nuits au Buyuk Hamit Hotel 3 etoiles avec acces wellness (piscine, sauna). À 10 min a pied du Grand Bazar. Restaurant sur place proposant cuisine locale et internationale.","Honey Travel Cheraga","Istanbul Cd. No:1, Istanbul Center","Istanbul","","Istanbul","TR","34000","Istanbul Cd. No:1, Istanbul Center","41.0082","28.9784","Default","Istanbul","","51250.00","48687.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0020_6N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0020_6N"
"HT0020_7N","BUYUK HAMIT HOTEL - 7 Nuits","Semaine bien-être au Buyuk Hamit Hotel 3 etoiles Laleli. Spa avec massage disponible, hammam turc traditionnel. Proche transports publics pour acces facile a tous les sites.","Honey Travel Cheraga","Ordu Cd. No:1, Laleli","Istanbul","","Istanbul","TR","34000","Ordu Cd. No:1, Laleli","41.0086","28.9519","Laleli","Istanbul","","58750.00","55812.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0020_7N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0020_7N"
"HT0021_4N","KLAS HOTEL - 4 Nuits","Klas Hotel 4 etoiles Istanbul Old City avec piscine sur toit et jacuzzi. 126 chambres bien amenagees pres de la mosquee Laleli. Restaurant, bar, sauna et piscine exterieure saisonniere.","Honey Travel Cheraga","Ordu Cd. No:1, Laleli","Istanbul","","Istanbul","TR","34000","Ordu Cd. No:1, Laleli","41.0086","28.9519","Laleli","Istanbul","","48750.00","46312.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0021_4N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0021_4N"
"HT0021_6N","KLAS HOTEL - 6 Nuits","6 nuits de luxe au Klas Hotel 4 etoiles avec centre bien-être complet. Piscine panoramique sur toit avec vue vieille ville. Chambres spacieuses avec TV satellite, coffre-fort, fer a repasser.","Honey Travel Cheraga","Istanbul Cd. No:1, Istanbul Center","Istanbul","","Istanbul","TR","34000","Istanbul Cd. No:1, Istanbul Center","41.0082","28.9784","Default","Istanbul","","63750.00","60562.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0021_6N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0021_6N"
"HT0021_7N","KLAS HOTEL - 7 Nuits","Semaine prestigieuse au Klas Hotel 4 etoiles Laleli. Jacuzzi, sauna et terrasse panoramique disponibles. Proche de tous les sites historiques a pied ou tramway. Service blanchisserie.","Honey Travel Cheraga","Ordu Cd. No:1, Laleli","Istanbul","","Istanbul","TR","34000","Ordu Cd. No:1, Laleli","41.0086","28.9519","Laleli","Istanbul","","72500.00","68875.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0021_7N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0021_7N"
"HT0022_4N","VATAN ASUR HOTEL - 4 Nuits","Vatan Asur Hotel 4 etoiles luxueux a Laleli avec piscine interieure et centre spa. Velos gratuits a disposition, jardin et restaurant. Chambres avec balcon/terrasse, vue ville imprenable.","Honey Travel Cheraga","Ordu Cd. No:1, Laleli","Istanbul","","Istanbul","TR","34000","Ordu Cd. No:1, Laleli","41.0086","28.9519","Laleli","Istanbul","","38750.00","36812.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0022_4N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0022_4N"
"HT0022_6N","VATAN ASUR HOTEL - 6 Nuits","6 nuits a l'etablissement haut de gamme Vatan Asur 4 etoiles. Spa avec experiences bien-être, service aeroport 24h/24. À 1,9 km de la mosquee Suleymaniye, petit-dejeuner buffet varie.","Honey Travel Cheraga","Istanbul Cd. No:1, Istanbul Center","Istanbul","","Istanbul","TR","34000","Istanbul Cd. No:1, Istanbul Center","41.0082","28.9784","Default","Istanbul","","51250.00","48687.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0022_6N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0022_6N"
"HT0022_7N","VATAN ASUR HOTEL - 7 Nuits","Semaine de detente au Vatan Asur Hotel 4 etoiles Laleli. Piscine couverte chauffee, jardin paysager, bar sur place. Chambres luxueuses avec TV cablee, minibar, bouilloire electrique.","Honey Travel Cheraga","Ordu Cd. No:1, Laleli","Istanbul","","Istanbul","TR","34000","Ordu Cd. No:1, Laleli","41.0086","28.9519","Laleli","Istanbul","","58750.00","55812.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0022_7N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0022_7N"
"HT0023_4N","GLORIOUS HOTEL - 4 Nuits","Glorious Hotel 4 etoiles dans le vibrant quartier de Laleli. 100 chambres avec minibar, coffre-fort compatible ordinateur portable. 2 bars, restaurant, service massage et sauna sur place.","Honey Travel Cheraga","Ordu Cd. No:1, Laleli","Istanbul","","Istanbul","TR","34000","Ordu Cd. No:1, Laleli","41.0086","28.9519","Laleli","Istanbul","","41250.00","39187.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0023_4N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0023_4N"
"HT0023_6N","GLORIOUS HOTEL - 6 Nuits","6 nuits au Glorious Hotel 4 etoiles avec spa complet (sauna, hammam, bain a remous). Petit-dejeuner buffet gratuit, WiFi dans tout l'etablissement. Proche Grand Bazar et Suleymaniye.","Honey Travel Cheraga","Istanbul Cd. No:1, Istanbul Center","Istanbul","","Istanbul","TR","34000","Istanbul Cd. No:1, Istanbul Center","41.0082","28.9784","Default","Istanbul","","55000.00","52250.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0023_6N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0023_6N"
"HT0023_7N","GLORIOUS HOTEL - 7 Nuits","Semaine bien-être au Glorious Hotel 4 etoiles Laleli. Piscine interieure disponible, salle de sport. Chambres familiales avec literie premium, TV ecran plat avec chaines satellite.","Honey Travel Cheraga","Ordu Cd. No:1, Laleli","Istanbul","","Istanbul","TR","34000","Ordu Cd. No:1, Laleli","41.0086","28.9519","Laleli","Istanbul","","62500.00","59375.00","+213549591903","3","contact@honeytravelcheraga.com","tripAdvisor","4.0","100","https://honeytravelcheraga.com/b2c/istanbul/images/hotel_0023_7N.jpg","[""Exterior"", ""Facade""]","https://honeytravelcheraga.com/b2c/istanbul/images/default.jpg","[""Room"", ""Interior""]","","https://honeytravelcheraga.com/b2c/istanbul/booking?id=HT0023_7N"
